"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","1034310006.24783","1165979994.66024","1299390010.16691","1586009999.53784","2425130014.59837","3312699963.27162","3071920022.87507","3626829996.40703","4885970029.65212","6313289973.02055","7375920024.63341","7199699990.74936","7445279974.93744","7187869940.52865","7423400018.69202","8388529940.12833","10296729948.0438","11895569887.1613","13547470018.3868","14329699903.4882","16954239948.2727","16753149995.8038","18019199958.8013","16612179893.4937","17917209819.7937","17712790097.2366","14926530097.9614","13311690019.6075","13323629955.2918","12253510061.264","12044180068.0161","13215850026.1307","17654770109.1766","23036909880.6381","24462639966.0111","30776150146.4844","38818849873.5428","33138530260.0861","36211529840.4694","39359079980.8503","40322719829.5593","42720539804.4586","41756770071.9834","43313180104.2557","40629400218.4868","40153349948.4062","38903390036.583","43796069895.2675","44514760153.2936","46512199720.3827","59734749735.8323","53978659997.7501","","","",
"Trinidad and Tobago","TTO","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","79999.9982118607","550000.011920929","11520000.4577637","12029999.7329712","16239999.7711182","9039999.96185303","5489999.77111816","4599999.90463257","6550000.19073486","5380000.11444092","3990000.00953674","2950000.04768372","2240000.00953674","3279999.97138977","4380000.11444092","3809999.94277954","2099999.90463257","3200000.04768372","3329999.92370605","3829999.92370605","-3059999.94277954","4769999.98092651","5940000.05722046","5170000.07629395","7260000.22888184","19600000.3814697","35000000","6269999.98092651","5130000.11444092","17040000.9155273","-1870000.00476837","5869999.88555908","1429999.94754791","20149999.6185303","23610000.6103516","15100000.3814697","33479999.5422363","14560000.4196167","26930000.3051758","-1559999.94277954","-6179999.82833862","-9430000.30517578","-3140000.10490417","-1519999.98092651","-2410000.08583069","12289999.961853","20469999.3133545","9289999.96185303","6699999.80926514","4340000.15258789","","","","","","","","","","","","","","",
"Tunisia","TUN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","51830001.8310547","93819999.6948242","70110000.6103516","83559997.5585938","71069999.6948242","90919998.1689453","82839996.3378906","89519996.6430664","71860000.6103516","115730003.356934","112849998.474121","106430000.305176","113349998.474121","134039993.286133","174210006.713867","214270004.272461","217860000.610352","247080001.831055","310500000","209850006.103516","240479995.727539","242860000.610352","207330001.831055","202759994.506836","176100006.103516","160419998.168945","220259994.506836","274260009.765625","314829986.572266","279890014.648438","392540008.544922","354459991.455078","387989990.234375","243199996.948242","105790000.915527","75388465.8813477","126858467.102051","195218139.648438","150956329.345703","253428329.467773","222838668.823242","366221984.863281","217351760.864258","301668426.513672","333693420.410156","368346954.345703","436853271.484375","326492706.298828","378762023.925781","493693695.068359","543190002.441406","925227478.027344","1022133666.99219","714658386.230469","922701477.050781","495865936.279297","646815673.828125","811885070.800781","806799804.6875","980007568.359375","975883361.816406","1116528076.17188","1200546386.71875","1225880737.30469","",
"Turkiye","TUR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","137309997.558594","188279998.779297","229589996.337891","222669998.168945","162080001.831055","189410003.662109","202970001.220703","197729995.727539","174630004.882813","172149993.896484","175800003.051758","203589996.337891","232509994.506836","82919998.1689453","50189998.626709","58490001.6784668","126029998.779297","93010002.1362305","175610000.610352","583419982.910156","952929992.675781","727099975.585938","647500000","355859985.351563","240479995.727539","180100006.103516","339959991.455078","378869995.117188","281779998.779297","144910003.662109","1303849975.58594","1610030029.29688","356269989.013672","447730010.986328","198350006.103516","313559997.558594","246080001.831055","6760000.22888184","28090000.1525879","12449999.8092651","328570007.324219","133259994.506836","273440002.441406","167636566.162109","288876556.396484","399328338.623047","569261779.785156","795656799.316406","1117479980.46875","1356234985.35156","1037630004.88281","3288269531.25","3112166992.1875","2847839843.75","3446769287.10938","2141264648.4375","3609088623.04688","3159279785.15625","1195925048.82813","701477355.957031","543520324.707031","1060641113.28125","801440551.757813","1550410644.53125","",
"Tuvalu","TUV","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","50000.0007450581","2940000.05722046","2380000.11444092","2849999.90463257","4099999.90463257","4909999.84741211","5349999.90463257","6230000.01907349","4210000.03814697","5469999.79019165","3329999.92370605","4300000.19073486","25680000.3051758","13970000.2670288","6920000.07629395","5059999.94277954","5010000.22888184","8060000.4196167","4050000.19073486","6739999.77111816","7440000.05722046","10340000.1525879","10130000.1144409","5190000.05722046","3980000.01907349","4030000.20980835","8340000.15258789","11710000.038147","6176667.21343994","8016667.36602783","9020233.15429688","14233567.237854","10693567.276001","15747332.572937","15927332.8781128","13229999.5422363","37250000","25484891.8914795","27594911.5753174","34300853.729248","49647796.6308594","24439786.9110107","28528327.9418945","27372798.9196777","36483135.2233887","43058704.3762207","35918796.5393066","63503723.1445313","68341110.2294922","",
"Tanzania","TZA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","10359999.6566772","39189998.626709","47009998.3215332","31059999.4659424","45650001.5258789","38630001.0681152","34430000.3051758","40110000.6103516","40490001.6784668","38159999.8474121","50970001.2207031","62150001.5258789","61159999.8474121","100150001.525879","162210006.713867","293269989.013672","266250000","338670013.427734","421899993.896484","586140014.648438","675630004.882813","697780029.296875","678940002.441406","587849975.585938","547489990.234375","477179992.675781","660619995.117188","894919982.910156","1007849975.58594","906890014.648438","1163150024.41406","1073000000","1334079956.05469","944429992.675781","963570007.324219","871049987.792969","867210021.972656","943849975.585938","1001504638.67188","991944641.113281","1064253784.17969","1274898193.35938","1260430175.78125","1725764770.50781","1774204833.98438","1492452392.57813","1887650268.55469","2823809326.17188","2331148193.35938","3127202148.4375","2255560058.59375","2441826416.01563","2822233154.29688","3433236083.98438","2650518554.6875","2584706298.82813","2317893066.40625","2585599121.09375","2455195068.35938","2126976806.64063","2278315917.96875","2619769775.39063","2645265625","3056842041.01563","",
"Uganda","UGA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","20600000.3814697","21229999.5422363","28770000.4577637","19590000.1525879","22489999.7711182","20120000.8392334","23579999.9237061","21579999.9237061","22219999.3133545","27500000","32900001.5258789","31760000.2288818","40830001.8310547","22149999.6185303","17530000.6866455","51840000.1525879","20940000.5340576","16719999.3133545","39490001.6784668","47259998.3215332","113349998.474121","135660003.662109","131350006.103516","136710006.713867","162070007.324219","179479995.727539","191559997.558594","298950012.207031","391589996.337891","516500000","663099975.585938","663280029.296875","724950012.207031","609989990.234375","751969970.703125","833960021.972656","674877807.617188","813437805.175781","658098449.707031","607681640.625","855931640.625","828943359.375","732975341.796875","1003708679.19922","1222241943.35938","1195334960.9375","1589231933.59375","1738145507.8125","1643385375.97656","1786354003.90625","1361800048.82813","1572918457.03125","1642503784.17969","1697089599.60938","1633680786.13281","1638163574.21875","1762597534.17969","2011814941.40625","1945594604.49219","2030926269.53125","3087860839.84375","2565440917.96875","2156962646.48438","2256590576.17188","",
"Ukraine","UKR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","404101013.183594","484633453.369141","420978790.283203","617348144.53125","654722656.25","651369995.117188","777927978.515625","772061462.402344","790739196.777344","1403821166.99219","1449353271.48438","1523319580.07813","1180661621.09375","1223212036.13281","1120386596.67969","2338972412.10938","2215911132.8125","28698720703.125","38935210937.5","",
"Upper middle income","UMC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","462609997.253865","921629992.831498","850760007.455945","820739997.80789","715150011.565536","874750003.509223","1013480016.35075","906169993.638992","928469999.104738","846549991.831183","917000005.468726","897099989.950657","977099996.46619","988170003.693551","1183460000.27657","1576519998.59884","1733870011.24024","1523250007.45058","2016630016.38651","3781420042.5148","4392140013.21793","4759249948.02475","4263040023.80371","4056119950.78065","4184699962.13913","4242360003.94821","4765559989.9292","5877870029.44946","5817589980.60226","6233130015.14412","8903959925.89928","11032340009.2665","10438680005.0829","11675589826.1163","11548190078.9738","13585069980.1445","11221379889.0561","9565350050.92621","10662169875.6218","13086800000.906","11298310038.0898","10579120208.7402","12439719899.1776","13365759844.78","16736559878.3493","32112399751.4248","19851690330.0285","20255439785.9573","23289350320.816","16827390094.7571","14203430052.7573","18696229971.8857","16401289959.9075","15674250101.0895","17717290086.2694","15880230107.6651","19752910103.7979","18170449910.0447","16320120145.3209","14238110007.5245","20389460029.1252","19375850252.1515","","","",
"Uruguay","URY","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","18989999.7711182","2200000.04768372","3559999.94277954","8710000.03814697","2230000.01907349","3000000","4670000.07629395","5559999.94277954","24540000.9155273","19450000.7629395","12920000.0762939","9250000","22239999.7711182","15779999.7329712","5099999.90463257","4869999.88555908","6739999.77111816","13819999.6948242","5199999.80926514","6940000.05722046","8630000.11444092","9649999.61853027","6320000.17166138","5550000.19073486","5769999.98092651","7719999.79019165","27819999.6948242","16149999.6185303","34060001.373291","30809999.4659424","45919998.1689453","41810001.373291","65690002.4414063","113959999.084473","75010002.1362305","68930000.3051758","36599998.4741211","37260433.1970215","27520433.4259033","25615045.5474854","21553146.3623047","16418346.4050293","16210067.7490234","17271333.694458","24476333.6181641","18335500.7171631","24604999.5422363","37044666.2902832","32861518.8598633","50726516.7236328","44080001.8310547","18231008.5296631","17357280.7312012","36524883.2702637","91574180.6030273","23176498.4130859","18253820.4193115","41641902.923584","","","","","","","",
